title,rating,reviewCount,category,attributes,address,phoneNumber,monday,tuesday,wednesday,thursday,friday,saturday,sunday,imgUrl,latitude,longitude
Soul Kitchen - Macedonian Wine & Cuisine,4.4,1837,Restaurant,Dine-in;Takeout;Delivery;Soul food,MK Кеј 13-ти Ноември Skopje 1000,+389 78 887 733,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOiknoNT1O_8StaCNKoygSsVF6ujM65ub1gJtqw=w426-h240-k-no,41.9955625,21.4339375
Skadarlija,4.4,370,Restaurant,Dine-in;Takeout;,Orce Nikolov Skopje 1000,+389 2 305 2717,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,12–8PM.,https://lh5.googleusercontent.com/p/AF1QipOfHd6aHnFpvEkn0MRpcM8lc7ToN_MxBMsmYQ_a=w408-h272-k-no,42.0045625,21.4146875
Light,4.5,234,Restaurant,Dine-in;Takeout;Delivery;,Mitropolit Teodosij Gologanov 49 Skopje 1000,+389 71 386 386,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,9AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipM99v6Jd0HyVYpGEibevHWfyFMydO9Ee5fgUHSz=w408-h240-k-no-pi0-ya240-ro0-fo100,41.9946875,21.4209375
Casablanca Restaurant,4.7,325,Restaurant,Dine-in;Takeout;,Skopje 1000,+389 70 398 634,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipOjer1j2-fH8_SHRtzoJmXn8Ndpy55tmHcmIfuP=w493-h240-k-no,42.0070625,21.4261875
St. Patrick,4.4,2196,Restaurant,Dine-in;Takeout;,Кеј 13-ти Ноември 8 Skopje 1000,+389 2 325 6337,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOjgwKcQrfTpM-HNp54S8ewqEyP2c105IUEIfPl=w408-h306-k-no,41.9950625,21.4356875
511,4.5,122,Restaurant,Dine-in;Takeout;Delivery;Pizza,MK Vasil Gjorgov 29 Skopje 1000,+389 2 321 3735,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,12PM.–12AM,12PM.–12AM,https://lh5.googleusercontent.com/p/AF1QipMXk5i_zwvr5vU-wcNP8AfoNp6P1fGjULNQ59fc=w426-h240-k-no,41.9924375,21.4163125
Restaurant Buket,4.2,83,Restaurant,Dine-in;Curbside pickup;Delivery;,MK Boulevard Saint Clement of Ohrid Skopje 1000,+389 2 311 2112,9AM–6PM.,9AM–6PM.,9AM–6PM.,9AM–6PM.,9AM–6PM.,9AM–6PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipPOkFtVmyFOebk7mM5c5OM0AurK956ScvRWhCrx=w408-h459-k-no,41.9945625,21.4244375
Matto Napoletano,4.6,224,Restaurant,Dine-in;Curbside pickup;Italian,Debarca 2a Skopje 1000,+389 71 343 063,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11:30PM.,8AM–11PM.,8AM–11:30PM.,https://lh5.googleusercontent.com/p/AF1QipPG4ggYsvcp2WXZwYAkAMVbfkDQ-dyojrh5PqwR=w408-h272-k-no,41.9963125,21.4243125
Jadica Restoran,4.6,180,Restaurant,Dine-in;Takeout;Seafood,Varsavska 6 Skopje 1000,+389 2 307 1001,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–9PM.,https://lh5.googleusercontent.com/p/AF1QipNH3j8jvmzW4n7UQUTIVFUKrS9qMYjoUNfAR33a=w408-h306-k-no,42.0003125,21.4019375
Granche Restaurant,4.9,16,Restaurant,Dine-in;Takeout;,Boulevard 8-mi Septemvri 18 Skopje 1000,+389 70 353 611,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipPRx2gHXx_chCjcBpwtSA11V3RJyuw0q8g-Jl4E=w408-h510-k-no,42.0063125,21.4064375
Turist,4,23,Restaurant,Dine-in;Takeout;Turkish,MK Maksim Gorki no.5/1 Skopje 1000,,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,https://lh5.googleusercontent.com/p/AF1QipM_2hqk0WziqiNEp_gh2minpvyW2b_RClWSrYk=w408-h306-k-no,41.9959375,21.4299375
Taverna Trpe-Zarija,4.6,31,Restaurant,Dine-in;Takeout;Seafood,Naum Naumovski Borche 56 Skopje 1000,+389 70 806 080,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,https://lh5.googleusercontent.com/p/AF1QipPCYcPNUiuhtevhPisIo615pBr4sZylzOxibfXx=w426-h240-k-no,41.9991875,21.4239375
Brunch Box Eatery,4.7,100,Restaurant,Dine-in;Takeout;Delivery;,Диме Аницин 15 Skopje 1000,+389 77 661 424,8:30AM–5PM.,8:30AM–5PM.,8:30AM–5PM.,8:30AM–5PM.,8:30AM–5PM.,9:30AM–3:30PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipMN17ddeENyW-awo9pYSjBqIlc7-OPu0m8PeYim=w408-h306-k-no,41.9963125,21.4155625
Day and Night Restaurant,4.3,609,Restaurant,Dine-in;Takeout;Delivery;,ul skupi bb Скопје MK MK 1000,+389 2 309 6096,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipO0rBMDXA-3ZnZ5uUAAbLGCJTmCHaR3w0XvZ4fw=w426-h240-k-no,42.0138125,21.4059375
Meana Gros,4.3,548,Restaurant,Dine-in;Takeout;,MK Nikola Rusinski 1 Skopje 1000,+389 77 973 155,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMH2qSZwnJ1-qUB3upSNYSi67DO2NLIgggnRmx8=w408-h306-k-no,42.0034375,21.3995625
Gurman,4.5,197,Restaurant,Dine-in;Takeout;,Mother Teresa 6 Skopje 1000,+389 2 317 6200,7AM–10PM.,7AM–10PM.,7AM–10PM.,7AM–10PM.,7AM–10PM.,7AM–10PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipN-6l2vETKvTXaVru7eiIw8oPzKqq1Gr2pwzBLr=w408-h244-k-no,41.9916875,21.4221875
Casa Cubana,4.3,1217,Restaurant,Dine-in;Takeout;Cuban,Кеј 13-ти Ноември b.b. Skopje 1000,+389 71 310 404,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNZU5hkc37hAbaiXQsJYWGksTckFllgW71csmrf=w408-h306-k-no,41.9954375,21.4345625
Daily Food & Wine,4.5,845,Restaurant,Dine-in;Takeout;Italian,Vasil Gjorgov 16 Skopje 1000,+389 72 256 100,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,10AM–10PM.,https://lh5.googleusercontent.com/p/AF1QipOyYCTH7kwqo4tpntPAGlDKofI1F04k1Hf54O3c=w408-h335-k-no,41.9926875,21.4196875
Skara Restorant Fontana,4.7,14,Restaurant,Dine-in;Takeout;,Rajko Zhinzifov 26 Skopje 1000,+389 2 322 0088,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPGjijiEF4ad_mt2aZ6Sy7YaCeYElE6e-53t6zV=w408-h306-k-no,41.99875,21.41875
Mama,4.5,30,Restaurant,Dine-in;Takeout;,MK Orce Nikolov 90 Skopje 1000,+389 70 222 633,10AM–6PM.,10AM–6PM.,10AM–6PM.,10AM–6PM.,10AM–6PM.,Closed,Closed,https://lh5.googleusercontent.com/p/AF1QipOBJXV6M6p9eiVZIwlq9plJ0KyIW9msLo9PbJsb=w426-h240-k-no,42.0006875,21.4250625
Marger Restaurant,4.1,723,Restaurant,Dine-in;Takeout;,Boulevard Ilinden 93 Skopje 1000,+389 2 306 7428,Closed,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,https://lh5.googleusercontent.com/p/AF1QipObtdOiR72LXMKwGy9FXoANnmD2gg-_iLUDc4D8=w408-h544-k-no,42.0081875,21.4139375
Gradska Kafeana Dvor,4.4,330,Restaurant,Dine-in;Takeout;,Mitropolit Teodosij Gologanov 67 Skopje 1000,+389 2 311 1261,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMRH5tPFRRovFEjspLr_BGXLrUz-OVEuKelUKWd=w408-h544-k-no,41.9948125,21.4138125
Гостилница „Турист“,3.5,61,Restaurant,Takeout;,Old Bazaar gradishte 14 Skopje 1000,+389 71 627 393,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,10AM–10PM.,https://lh5.googleusercontent.com/p/AF1QipOeW4d12J2f1QyMbirms9CFwUAtCQzhFam0XLMD=w408-h306-k-no,42.0006875,21.4368125
Daily Food & Wine Lisa,4.5,464,Restaurant,Dine-in;Takeout;,Vidoe Smilevski Bato 8 Skopje 1000,+389 70 358 500,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–10PM.,https://lh5.googleusercontent.com/p/AF1QipNNei7SomJZwEn-fbHQLusWf3_9wgBZClp0fGZV=w408-h306-k-no,41.9813125,21.4728125
Restaurant Amanet,4.3,15,Restaurant,Dine-in;Takeout;,Jordan Mijalkov 62 Skopje 1000,+389 2 311 0029,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNs_2P1eZbndl4fHqmjzivKE_zGnG6W8lFccqsU=w408-h532-k-no,41.9880625,21.4314375
Kantina,4.4,35,Restaurant,Dine-in;Takeout;Delivery;,Radnjanska 6 Skopje 1000,+389 70 222 137,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8:30AM–1AM,8:30AM–12AM,https://lh5.googleusercontent.com/p/AF1QipOq7mKPVUhR8pypKunlMU4BlYW1KFohRd_-5dm3=w408-h306-k-no,42.0006875,21.4189375
Debar Maalo Skopje,4.4,1576,Restaurant,Dine-in;Curbside pickup;,Orce Nikolov 136 Skopje 1000,+389 70 272 766,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,12PM.–1AM,12–8PM.,https://lh5.googleusercontent.com/p/AF1QipMG2gULRT8hxEnDkk4Hsp0yimMX3Cf5ZlTN4__b=w426-h240-k-no,42.0035625,21.4168125
The House - Fine dine & Wine restaurant,4.4,24,Restaurant,Dine-in;Takeout;,Stiv Naumov D 102 Skopje 1000,+389 2 820 0311,7AM–11:55PM.,7AM–11:55PM.,7AM–11:55PM.,7AM–11:55PM.,7AM–11:55PM.,7AM–11:55PM.,7AM–11:55PM.,https://lh5.googleusercontent.com/p/AF1QipOpukH39n8hXGM-HQOsI0CAiB2Z9RfhfSyhfXUn=w408-h306-k-no,41.9899375,21.4366875
Fontana Grill,4.5,15,Restaurant,Dine-in;Takeout;,Rajko Zhinzifov 26 Skopje 1000,+389 77 551 389,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,1–9PM.,https://lh5.googleusercontent.com/p/AF1QipNiHHtaP-a3mL8ZFVG6GfHh-XB9UF1CzxHMvWVg=w408-h306-k-no,41.99875,21.41875
Park,4.3,336,Restaurant,Dine-in;Takeout;,Ul Кеј 13-ти Ноември 4A Skopje 1000,+389 72 226 123,Closed,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,3PM.–12AM,3PM.–12AM,https://lh5.googleusercontent.com/p/AF1QipOQibtnlNbKDJRkqrsUfS_Sucyu_wftAjt42OmU=w426-h240-k-no,42.0035625,21.4279375
Madjo 2.0,4.4,436,Restaurant,Dine-in;Takeout;Delivery;,MK Mihail Cokov 8a Skopje 1000,+389 78 428 300,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMpfMf9lqS4lqHGhcEqB6lmSvgkCm-HnMTXXeJF=w408-h271-k-no,42.0025625,21.4219375
Гранче,4.8,126,Restaurant,Dine-in;Takeout;,Sv. Kiril i Metodij 1000 Skopje 1000,+389 70 353 668,10AM–3PM.,10AM–3PM.,10AM–3PM.,10AM–3PM.,10AM–3PM.,10AM–3PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipO4wNcInJDp_xOEGSyoDXEwEwPu5-kg04eD4CzM=w408-h544-k-no,41.9899375,21.4329375
Teteks 2,4.2,336,Restaurant,Dine-in;Takeout;Fast food,Ulica Bitpazarska br.92 Skopje 1000,+389 77 557 555,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipP3cNzZL42Gw4ggSon_91JrXDweIHmIQbzgo-gs=w408-h272-k-no,42.0020625,21.4385625
Star Ocean Restaurant,3.9,525,Restaurant,Dine-in;Takeout;No-contact delivery;Chinese,Лермонтова 19 Скопје 1000,+389 2 322 2723,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–1AM,11AM–1AM,11AM–12AM,https://lh5.googleusercontent.com/p/AF1QipN-ceOT2-OTxgD6K8vzuTTp03_4EuVUxO2hlhNv=w408-h273-k-no,41.9958125,21.4270625
Dneven Prestoj - Boemska ulica,4.1,568,Restaurant,Dine-in;Takeout;Delivery;,Gjorgji Peshkov 5 Skopje 1000,+389 2 310 0605,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPWsqE0-aXpGZ7ZkrMcQnNdn-7W0oF_rqbwG96D=w513-h240-k-no,42.0019375,21.4224375
Public Room,4.5,1895,Restaurant,Dine-in;Takeout;,MK 50-та Дивизија 22 Skopje 1000,+389 78 250 554,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,9AM–1AM,9AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPaE076tWBMfYfHLHHFC7MAVOFx4sLpyaaRxUh7=w408-h279-k-no,41.9899375,21.4259375
Bella Vista - Lounge Bar & Restaurant,4.2,1575,Restaurant,Dine-in;Takeout;Italian,Kej 13 noemvri Skopje,+389 78 255 842,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipORiE2QIuoA4dshoCgIhyh34cYxQkolYU2mr29F=w408-h272-k-no,41.9953125,21.4350625
Rulet,4.4,343,Restaurant,Dine-in;Takeout;Barbecue,Simeon Kavrakirov 9 Skopje 1000,+389 75 414 999,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,10AM–1AM,Closed,https://lh5.googleusercontent.com/p/AF1QipPTB7wY2F-6aspvs8qGvToLSvKJMAEGpiNIEA4K=w408-h306-k-no,41.9893125,21.4465625
Crispy - Chimney Cakes & Coffee,5,24,Restaurant,Dine-in;Takeout;,Bul Blvd Partizanski Odredi Br.64b Skopje 1000 Skopje,+389 76 455 501,9AM–10PM.,9AM–10PM.,9AM–10PM.,9AM–10PM.,9AM–10PM.,9AM–10PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipPNbpKXXx14PGo5-c4HaYYsRBu3OLhGNqIgvme2=w408-h452-k-no,42.0033125,21.3986875
Kej,4.2,363,Restaurant,Dine-in;Takeout;Eastern European,Kej 13th November 34 Skopje 1000,+389 2 323 3764,8AM–1:15AM,8AM–1:15AM,8AM–1:15AM,8AM–1:15AM,8AM–1:15AM,8AM–1:15AM,8AM–1:15AM,https://lh5.googleusercontent.com/p/AF1QipNjyPoBxwEGKft_GEWET9hSkXloqhHdL_FiV_Au=w408-h306-k-no,41.9944375,21.4414375
MoonLight,4.3,79,Restaurant,Dine-in;Takeout;,Drezdenska 19 lamela 2 lokal 9 Skopje 1000,+389 71 533 001,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,9AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipNJifP_qDZaymCADzjyxlokgpPql81x4NuDwOsf=w408-h544-k-no,41.9993125,21.4053125
Fitness House,4.3,576,Restaurant,Dine-in;Takeout;Delivery;,Bul. Partizanski Odredi Br. 40 Blvd. Partizanski Odredi 40 Skopje 1000,+389 72 699 999,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,10AM–1AM,10AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNovv-mEXL8cKN2gUmS3JqniNl6WgHILDsD6KS1=w426-h240-k-no,42.0005625,21.4146875
Food Corner & Delivery,4.6,17,Restaurant,Takeout;Delivery;,blvd. Gotse Deltchev skopje 1000,+389 70 228 203,8AM–5PM.,8AM–5PM.,8AM–5PM.,8AM–5PM.,8AM–5PM.,Closed,Closed,https://lh5.googleusercontent.com/p/AF1QipNcM9B-92SmTXONBRsbH8ZGaDkdT7QCMBhECpb0=w426-h240-k-no,41.9981875,21.4436875
Gama,4.5,498,Restaurant,Dine-in;Takeout;,9 Boulevard Jane Sandanski 62 Skopje 1000,,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipN2f98GdaMecE6_qneqOfU1fNBHNxIxmkMp9wSz=w521-h240-k-no,41.9853125,21.4655625
Food Service (aka 5ka),4.6,14,Restaurant,Dine-in;Takeout;,3rd Macedonian Brigade Skopje 1000,+389 76 361 230,7AM–6PM.,7AM–6PM.,7AM–6PM.,7AM–6PM.,7AM–6PM.,9AM–3PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipMvI3X8FLRdQ6Fp7CIPqBR2fwtOyUqvs-eZT4GE=w408-h544-k-no,41.9814375,21.4533125
Teteks 5,4.5,75,Restaurant,Dine-in;Curbside pickup;Delivery;Fast food,ul Orce Nikolov 206 Skopje 1000,+389 76 445 544,8AM–11PM.,8AM–11PM.,8AM–11PM.,8AM–11PM.,8AM–11PM.,8AM–11PM.,12PM.–12AM,https://lh5.googleusercontent.com/p/AF1QipPGCUX0NdvpDl6mXvHGIGAmkVP8050vm4PHW9gx=w408-h306-k-no,42.0054375,21.4099375
SushiCo,4.3,751,Restaurant,Dine-in;Takeout;No-contact delivery;Japanese,MK MK Leninova 29 Skopje 1000,+389 2 321 7874,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,10AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNEuU1rW2GP7ThXG58fL9xfCms4YUkM_-NkprqA=w426-h240-k-no,41.9996875,21.4238125
Street Food,4.3,23,Restaurant,Dine-in;Curbside pickup;Fast food,MK Nikola Rusinski 3a Skopje 1000,+389 75 251 443,9AM–9PM.,9AM–9PM.,9AM–9PM.,9AM–9PM.,9AM–9PM.,9AM–9PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipMNV5u33PE0gDsW-_s3J8IDYDTF8UWZN2mEO7wJ=w408-h544-k-no,42.0039375,21.3985625
Гостилница/Скара на кило ЈАКАБО,4.2,31,Restaurant,Dine-in;Takeout;,Angel Dimovski 4 Skopje 1000,+389 71 774 269,9AM–8PM.,9AM–8PM.,9AM–8PM.,9AM–8PM.,9AM–8PM.,10AM–6PM.,10AM–6PM.,https://lh5.googleusercontent.com/p/AF1QipPjLjT--JZAiuUxWm9bWQFY6O_ppWjSFpWN40uz=w408-h306-k-no,41.9845625,21.4591875
Creperie,4.8,47,Restaurant,Dine-in;Curbside pickup;,ul MK Cvetan Dimov br.192 Skopje 1000,+389 75 246 413,5PM.–12AM,5PM.–12AM,5PM.–12AM,5PM.–12AM,5PM.–1AM,5PM.–1AM,5PM.–12AM,https://lh5.googleusercontent.com/p/AF1QipNNxdqdbHoYESqifmucb67VjemexJZNH9OCFma2=w408-h525-k-no,42.0121875,21.4454375
Sultan Lounge Restaurant,4.2,32,Restaurant,Dine-in;,Butel Skopje 1000,+389 70 337 112,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,8AM–1AM,https://lh5.googleusercontent.com/p/AF1QipOUuPLhT4zDzqh2AjQzlqDlfrlwctkSToa-e5Rj=w408-h544-k-no,42.0241875,21.4496875
ДежаВу - Капитол мол,4,1714,Restaurant,Dine-in;Curbside pickup;No-contact delivery;Mediterranean,Boulevard Jane Sandanski 71A Skopje 1000,+389 76 304 009,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipMhzZlfTrcJ51HxNOoq-wpxzQralrKDtrdodgd9=w426-h240-k-no,41.9859375,21.4661875
Ljuc,4.3,316,Restaurant,Dine-in;Takeout;,Jordan Mijalkov Железничка б.б. Skopje 1000,+389 77 594 039,11AM–6PM.,10AM–6PM.,10AM–6PM.,10AM–6PM.,10AM–6PM.,10AM–6PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipP2DVsetcAFV0fe36W3tJUkkfZALpsY58g-dlS-=w408-h306-k-no,41.9891875,21.4294375
Garden Cafe & Restaurant,4.6,8,Restaurant,Dine-in;Takeout;,Chair Skopje skopje MK 1000,+389 70 687 363,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–11:30PM.,https://lh5.googleusercontent.com/p/AF1QipNM6xSQtUQc3Xz2f4PF1mVYPimd4rTHtC53RilK=w426-h240-k-no,42.0140625,21.4441875
7 Skara Restoran,4.6,329,Restaurant,Dine-in;Takeout;Barbecue,MK Vasil Glavinov Skopje 1000,+389 2 322 4000,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,Closed,https://lh5.googleusercontent.com/p/AF1QipNmRZfjM7Y4UjcU4dpX5jMl3_UBEDcFqHyZZYFh=w408-h262-k-no,41.9949375,21.4275625
Špajz,4.1,478,Restaurant,Dine-in;Takeout;,Gjorgji Peshkov 10 Skopje 1000,+389 75 243 663,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8AM–1AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNoPZdusszMGzUpZhMnEDma4a4edf46g-Vqsr70=w408-h544-k-no,42.0018125,21.4219375
Paradise Food,4.7,75,Restaurant,Dine-in;Takeout;No-contact delivery;Vegan,Dame Gruev broj 7 Skopje 1000,+389 76 424 104,8AM–8PM.,8AM–8PM.,8AM–8PM.,8AM–8PM.,8AM–4PM.,Closed,8AM–8PM.,https://lh5.googleusercontent.com/p/AF1QipNM-Xs_dir1MvQb0nJe_CbT0Ide3mAWaaGhTqFa=w427-h240-k-no,41.9944375,21.4275625
Old Balkan National Restaurant,4.1,9,Restaurant,Dine-in;Takeout;,28 Local 13 Bit Pazarska,+389 70 713 333,8AM–8PM.,8AM–8PM.,8AM–8PM.,8AM–8PM.,8AM–8PM.,8AM–8PM.,8AM–8PM.,https://lh5.googleusercontent.com/p/AF1QipMxlVYz-Xkss4mgEUXYGUm1dZ3T-gd7dJcY-f_2=w408-h306-k-no,42.0010625,21.4380625
Bien,4.2,221,Restaurant,Dine-in;Takeout;,23 Oktomvri 11a Skopje 1000,+389 70 822 799,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPpwy1-bglyCLDRCsfQChVAfQbBLseu1ddukROX=w427-h240-k-no,41.9916875,21.4521875
Skara Na Kilo Jovana ZAR,4.2,178,Bar,Dine-in;Takeout;& grill,Московска Skopje 1000,+389 78 308 284,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,7AM–1AM,7AM–1AM,7AM–1AM,https://lh5.googleusercontent.com/p/AF1QipMPHqH4M3TfuwIpRkgfoBCabbng9G6ips27ebYv=w408-h306-k-no,42.0013125,21.3898125
Delfin,4.4,18,Restaurant,Dine-in;Takeout;,Green Market 11th October St. 16 Skopje 1000,+389 2 322 3021,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,9AM–11PM.,https://lh5.googleusercontent.com/p/AF1QipNpkk0qGInlF_l8JapWZq6a0-ChnACxNL0wNLaR=w493-h240-k-no,41.9915625,21.4336875
Vega,4.4,121,Restaurant,Dine-in;Takeout;Vegan,Franklin Ruzvelt 20 Skopje 1000,+389 2 312 3402,8AM–8PM.,8AM–8PM.,8AM–8PM.,8AM–8PM.,8AM–8PM.,9AM–2PM.,Closed,https://lh5.googleusercontent.com/p/AF1QipNH_Gk_EzCZ8QbFFxYDlFTNK9ChNjx9GVNUD-B-=w408-h306-k-no,41.9994375,21.4130625
Restaurant Pizzeria Plus,4,3,Restaurant,Dine-in;Takeout;,Chair Skopje Skopje MK 1000,+389 72 733 125,7AM–12AM,7AM–12AM,Open 24 hours,7AM–12AM,7AM–12AM,7AM–12AM,7AM–12AM,https://lh5.googleusercontent.com/p/AF1QipPWvSGix3FQOZCwHX7cdJ4C47i0pOXzQATIwfQd=w408-h816-k-no,42.0173125,21.4448125
Pizzeria Luna,5,2,Restaurant,Dine-in;Takeout;,Macedonia Square Skopje Skopje 1000,+389 70 737 140,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,https://lh5.googleusercontent.com/p/AF1QipNhHdjfUmGa8plJxwyGUZhf2dl_x1PuRbOz2pV1=w408-h306-k-no,42.0158125,21.4359375
Dren Restaurant / ДРЕН Ресторан,4.6,59,Restaurant,Dine-in;Takeout;Vegan,MK MK New Delhi Rd 13 Skopje 1000,+389 75 287 319,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,10AM–6PM.,https://lh5.googleusercontent.com/p/AF1QipNn7aTqNCzfxX-qdgN7SFYiXVJSHq-39GmnMH9U=w408-h544-k-no,41.9971875,21.4060625
Kibo Club,4.2,5,Cafe,Dine-in;Takeout;,Dame Gruev 16 Skopje 1000,+389 75 405 105,8AM–12AM,8AM–12AM,8AM–12AM,8AM–12AM,8AM–1AM,8:30AM–1AM,8:30AM–12AM,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XKpkkWRdBYcJMiBuRTERLw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.85759&pitch=0&thumbfov=100,41.9948125,21.4283125
Kiosk Burger Bar,4.3,887,Restaurant,Dine-in;Takeout;Delivery;Hamburger,Leninova 64 Skopje 1000,+389 77 408 777,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,9AM–12AM,12PM.–12AM,1–10PM.,https://lh5.googleusercontent.com/p/AF1QipNEjNpYbld9cMS_yof3_wdTj13WIgk9ri9aXrY3=w408-h544-k-no,41.9963125,21.4220625
